Orthogroup	ARSEF_1520	ARSEF_1564	ARSEF_2597	ARSEF_2860	ARSEF_3097	ARSEF_4305	ARSEF_5078	ARSEF_8028
OG0006625	FUN_007935-T1	FUN_007758-T1	FUN_004935-T1	FUN_008390-T1	FUN_006184-T1	FUN_006414-T1	FUN_005264-T1	FUN_006983-T1
OG0006626	FUN_007936-T1	FUN_007757-T1	FUN_004934-T1	FUN_008391-T1	FUN_006185-T1	FUN_006415-T1	FUN_005263-T1	FUN_006982-T1
OG0006627	FUN_007937-T1	FUN_007756-T1	FUN_004933-T1	FUN_008392-T1	FUN_006186-T1	FUN_006416-T1	FUN_005262-T1	FUN_006981-T1
OG0006628	FUN_007938-T1	FUN_007755-T1	FUN_004931-T1	FUN_008393-T1	FUN_006187-T1	FUN_006417-T1	FUN_005261-T1	FUN_006980-T1
OG0006629	FUN_007939-T1	FUN_007753-T1	FUN_004930-T1	FUN_008395-T1	FUN_006189-T1	FUN_006418-T1	FUN_005260-T1	FUN_006979-T1
OG0006630	FUN_007942-T1	FUN_007750-T1	FUN_004926-T1	FUN_007333-T1	FUN_007235-T1	FUN_009454-T1	FUN_008957-T1	FUN_006976-T1
OG0006631	FUN_007944-T1	FUN_008806-T1	FUN_004923-T1	FUN_007334-T1	FUN_007231-T1	FUN_002260-T1	FUN_007551-T1	FUN_006974-T1
OG0006632	FUN_007945-T1	FUN_008807-T1	FUN_004922-T1	FUN_007335-T1	FUN_007230-T1	FUN_002261-T1	FUN_007552-T1	FUN_006973-T1
OG0006633	FUN_007946-T1	FUN_008808-T1	FUN_004921-T1	FUN_007336-T1	FUN_008540-T1	FUN_002262-T1	FUN_007553-T1	FUN_006972-T1
OG0006634	FUN_007947-T1	FUN_008378-T1	FUN_004920-T1	FUN_007337-T1	FUN_005653-T1	FUN_002263-T1	FUN_005505-T1	FUN_006971-T1
OG0006635	FUN_007948-T1	FUN_008377-T1	FUN_004919-T1	FUN_007338-T1	FUN_005654-T1	FUN_002264-T1	FUN_005504-T1	FUN_006970-T1
OG0006636	FUN_007949-T1	FUN_008376-T1	FUN_004918-T1	FUN_007339-T1	FUN_005655-T1	FUN_002265-T1	FUN_005503-T1	FUN_006969-T1
OG0006637	FUN_007950-T1	FUN_008375-T1	FUN_004917-T1	FUN_007340-T1	FUN_005656-T1	FUN_002266-T1	FUN_005502-T1	FUN_006968-T1
OG0006638	FUN_007952-T1	FUN_008373-T1	FUN_004916-T1	FUN_007343-T1	FUN_005658-T1	FUN_002268-T1	FUN_005501-T1	FUN_006967-T1
OG0006639	FUN_007953-T1	FUN_008372-T1	FUN_004915-T1	FUN_007344-T1	FUN_005659-T1	FUN_002269-T1	FUN_005500-T1	FUN_006966-T1
OG0006640	FUN_007954-T1	FUN_008371-T1	FUN_004914-T1	FUN_007345-T1	FUN_005660-T1	FUN_002271-T1	FUN_005499-T1	FUN_006965-T1
OG0006641	FUN_007956-T1	FUN_008370-T1	FUN_004912-T1	FUN_007347-T1	FUN_005662-T1	FUN_002274-T1	FUN_005498-T1	FUN_006964-T1
OG0006642	FUN_007957-T1	FUN_001506-T1	FUN_004911-T1	FUN_007348-T1	FUN_007525-T1	FUN_002275-T1	FUN_006686-T1	FUN_006963-T1
OG0006643	FUN_007958-T1	FUN_001507-T1	FUN_004910-T1	FUN_007349-T1	FUN_007524-T1	FUN_002276-T1	FUN_006687-T1	FUN_006962-T1
OG0006644	FUN_007959-T1	FUN_001508-T1	FUN_004909-T1	FUN_007350-T1	FUN_007523-T1	FUN_002277-T1	FUN_006688-T1	FUN_006961-T1
OG0006645	FUN_007961-T1	FUN_001510-T1	FUN_004908-T1	FUN_007352-T1	FUN_007521-T1	FUN_002279-T1	FUN_006689-T1	FUN_006959-T1
OG0006646	FUN_007962-T1	FUN_001511-T1	FUN_004907-T1	FUN_007353-T1	FUN_007520-T1	FUN_002280-T1	FUN_006690-T1	FUN_006958-T1
OG0006647	FUN_007965-T1	FUN_001513-T1	FUN_004906-T1	FUN_007355-T1	FUN_007962-T1	FUN_002283-T1	FUN_004840-T1	FUN_006956-T1
OG0006648	FUN_007966-T1	FUN_001514-T1	FUN_004904-T1	FUN_007356-T1	FUN_007961-T1	FUN_002284-T1	FUN_004841-T1	FUN_006954-T1
OG0006649	FUN_007967-T1	FUN_001515-T1	FUN_004903-T1	FUN_007357-T1	FUN_009277-T1	FUN_002285-T1	FUN_004842-T1	FUN_006953-T1
OG0006650	FUN_007968-T1	FUN_001516-T1	FUN_004902-T1	FUN_007358-T1	FUN_008243-T1	FUN_002287-T1	FUN_004843-T1	FUN_006952-T1
OG0006651	FUN_007969-T1	FUN_001517-T1	FUN_004901-T1	FUN_007359-T1	FUN_008242-T1	FUN_002288-T1	FUN_004844-T1	FUN_006951-T1
OG0006652	FUN_007970-T1	FUN_001518-T1	FUN_004900-T1	FUN_007360-T1	FUN_008241-T1	FUN_002289-T1	FUN_004845-T1	FUN_006950-T1
OG0006653	FUN_007971-T1	FUN_001519-T1	FUN_004899-T1	FUN_007361-T1	FUN_008240-T1	FUN_002290-T1	FUN_004846-T1	FUN_006949-T1
OG0006654	FUN_007972-T1	FUN_001520-T1	FUN_004898-T1	FUN_007362-T1	FUN_008239-T1	FUN_002291-T1	FUN_004847-T1	FUN_006948-T1
OG0006655	FUN_007973-T1	FUN_001521-T1	FUN_004897-T1	FUN_007363-T1	FUN_005946-T1	FUN_005654-T1	FUN_009523-T1	FUN_006947-T1
OG0006656	FUN_007974-T1	FUN_001522-T1	FUN_004896-T1	FUN_007364-T1	FUN_005947-T1	FUN_005656-T1	FUN_006353-T1	FUN_006946-T1
OG0006657	FUN_007975-T1	FUN_001523-T1	FUN_004895-T1	FUN_007365-T1	FUN_005948-T1	FUN_005657-T1	FUN_006352-T1	FUN_006945-T1
OG0006658	FUN_007976-T1	FUN_001524-T1	FUN_004894-T1	FUN_007366-T1	FUN_005949-T1	FUN_005658-T1	FUN_006351-T1	FUN_006944-T1
OG0006659	FUN_007977-T1	FUN_001525-T1	FUN_004893-T1	FUN_007367-T1	FUN_005950-T1	FUN_005659-T1	FUN_006350-T1	FUN_006943-T1
OG0006660	FUN_007978-T1	FUN_001526-T1	FUN_004892-T1	FUN_007368-T1	FUN_008725-T1	FUN_005660-T1	FUN_008284-T1	FUN_006942-T1
OG0006661	FUN_007980-T1	FUN_001528-T1	FUN_004890-T1	FUN_007370-T1	FUN_005135-T1	FUN_005662-T1	FUN_007337-T1	FUN_006940-T1
OG0006662	FUN_007981-T1	FUN_001529-T1	FUN_004889-T1	FUN_007371-T1	FUN_005134-T1	FUN_005663-T1	FUN_007338-T1	FUN_006939-T1
OG0006663	FUN_007982-T1	FUN_001530-T1	FUN_004888-T1	FUN_007372-T1	FUN_005133-T1	FUN_006252-T1	FUN_007038-T1	FUN_006938-T1
OG0006664	FUN_007983-T1	FUN_001531-T1	FUN_004887-T1	FUN_007373-T1	FUN_005132-T1	FUN_006253-T1	FUN_007037-T1	FUN_006937-T1
OG0006665	FUN_007984-T1	FUN_001532-T1	FUN_004886-T1	FUN_007374-T1	FUN_005131-T1	FUN_006254-T1	FUN_007036-T1	FUN_006936-T1
OG0006666	FUN_007985-T1	FUN_001533-T1	FUN_004885-T1	FUN_007375-T1	FUN_005130-T1	FUN_006255-T1	FUN_007035-T1	FUN_006935-T1
OG0006667	FUN_007986-T1	FUN_001534-T1	FUN_004882-T1	FUN_007377-T1	FUN_005129-T1	FUN_006256-T1	FUN_007032-T1	FUN_006932-T1
OG0006668	FUN_007987-T1	FUN_001536-T1	FUN_004881-T1	FUN_007379-T1	FUN_005128-T1	FUN_006257-T1	FUN_007031-T1	FUN_006931-T1
OG0006669	FUN_007989-T1	FUN_001538-T1	FUN_004879-T1	FUN_007381-T1	FUN_004391-T1	FUN_006259-T1	FUN_006769-T1	FUN_006929-T1
OG0006670	FUN_007990-T1	FUN_001539-T1	FUN_004878-T1	FUN_007382-T1	FUN_004390-T1	FUN_006260-T1	FUN_006768-T1	FUN_006928-T1
OG0006671	FUN_007991-T1	FUN_001540-T1	FUN_004877-T1	FUN_007383-T1	FUN_004389-T1	FUN_006261-T1	FUN_006767-T1	FUN_006927-T1
OG0006672	FUN_007992-T1	FUN_001541-T1	FUN_004876-T1	FUN_007384-T1	FUN_004388-T1	FUN_006262-T1	FUN_006766-T1	FUN_006926-T1
OG0006673	FUN_007994-T1	FUN_001543-T1	FUN_004874-T1	FUN_007386-T1	FUN_004386-T1	FUN_006264-T1	FUN_006765-T1	FUN_006924-T1
OG0006674	FUN_007995-T1	FUN_001545-T1	FUN_004872-T1	FUN_007387-T1	FUN_004384-T1	FUN_006265-T1	FUN_006763-T1	FUN_006923-T1
OG0006675	FUN_007996-T1	FUN_001546-T1	FUN_004871-T1	FUN_007388-T1	FUN_004383-T1	FUN_006266-T1	FUN_003529-T1	FUN_006922-T1
OG0006676	FUN_007997-T1	FUN_001547-T1	FUN_004870-T1	FUN_007389-T1	FUN_004382-T1	FUN_007859-T1	FUN_003528-T1	FUN_006921-T1
OG0006677	FUN_007999-T1	FUN_001549-T1	FUN_004868-T1	FUN_007391-T1	FUN_004380-T1	FUN_007857-T1	FUN_003526-T1	FUN_006919-T1
OG0006678	FUN_008000-T1	FUN_001550-T1	FUN_004867-T1	FUN_007392-T1	FUN_004379-T1	FUN_007856-T1	FUN_003525-T1	FUN_006918-T1
OG0006679	FUN_008001-T1	FUN_001551-T1	FUN_004866-T1	FUN_007393-T1	FUN_007377-T1	FUN_007855-T1	FUN_003524-T1	FUN_006917-T1
OG0006680	FUN_008002-T1	FUN_001552-T1	FUN_004865-T1	FUN_007394-T1	FUN_007376-T1	FUN_007854-T1	FUN_003523-T1	FUN_006916-T1
OG0006681	FUN_008003-T1	FUN_001553-T1	FUN_004864-T1	FUN_007395-T1	FUN_007375-T1	FUN_007853-T1	FUN_003522-T1	FUN_006915-T1
OG0006682	FUN_008004-T1	FUN_001554-T1	FUN_004863-T1	FUN_007397-T1	FUN_007373-T1	FUN_007851-T1	FUN_003521-T1	FUN_006913-T1
OG0006683	FUN_008005-T1	FUN_001555-T1	FUN_004862-T1	FUN_007398-T1	FUN_007372-T1	FUN_007850-T1	FUN_003520-T1	FUN_006912-T1
OG0006684	FUN_008007-T1	FUN_001557-T1	FUN_004860-T1	FUN_007400-T1	FUN_009305-T1	FUN_004531-T1	FUN_003518-T1	FUN_006910-T1
OG0006685	FUN_008008-T1	FUN_001558-T1	FUN_004859-T1	FUN_007401-T1	FUN_003032-T1	FUN_004530-T1	FUN_003517-T1	FUN_006909-T1
OG0006686	FUN_008009-T1	FUN_001559-T1	FUN_004858-T1	FUN_007402-T1	FUN_003033-T1	FUN_004529-T1	FUN_003516-T1	FUN_006908-T1
OG0006687	FUN_008010-T1	FUN_001560-T1	FUN_004857-T1	FUN_007403-T1	FUN_003034-T1	FUN_004528-T1	FUN_003515-T1	FUN_006907-T1
OG0006688	FUN_008011-T1	FUN_001561-T1	FUN_004856-T1	FUN_007404-T1	FUN_003035-T1	FUN_004527-T1	FUN_003514-T1	FUN_006906-T1
OG0006689	FUN_008012-T1	FUN_001562-T1	FUN_004855-T1	FUN_007405-T1	FUN_003036-T1	FUN_004526-T1	FUN_003513-T1	FUN_006905-T1
OG0006690	FUN_008013-T1	FUN_001563-T1	FUN_004854-T1	FUN_007406-T1	FUN_003037-T1	FUN_004525-T1	FUN_009272-T1	FUN_006904-T1
OG0006691	FUN_008014-T1	FUN_001565-T1	FUN_004853-T1	FUN_007408-T1	FUN_003038-T1	FUN_004524-T1	FUN_009525-T1	FUN_006903-T1
OG0006692	FUN_008016-T1	FUN_001567-T1	FUN_004852-T1	FUN_007409-T1	FUN_003040-T1	FUN_004523-T1	FUN_004919-T1	FUN_006901-T1
OG0006693	FUN_008017-T1	FUN_001568-T1	FUN_004851-T1	FUN_007410-T1	FUN_003041-T1	FUN_004522-T1	FUN_004918-T1	FUN_006900-T1
OG0006694	FUN_008018-T1	FUN_001569-T1	FUN_004850-T1	FUN_007411-T1	FUN_003042-T1	FUN_004521-T1	FUN_004917-T1	FUN_006899-T1
OG0006695	FUN_008019-T1	FUN_001570-T1	FUN_004849-T1	FUN_007412-T1	FUN_003043-T1	FUN_004520-T1	FUN_004916-T1	FUN_006898-T1
OG0006696	FUN_008020-T1	FUN_001572-T1	FUN_004847-T1	FUN_007414-T1	FUN_003045-T1	FUN_004519-T1	FUN_004915-T1	FUN_006896-T1
OG0006697	FUN_008021-T1	FUN_001573-T1	FUN_004846-T1	FUN_007415-T1	FUN_003046-T1	FUN_004518-T1	FUN_004914-T1	FUN_006895-T1
OG0006698	FUN_008022-T1	FUN_001574-T1	FUN_004845-T1	FUN_007416-T1	FUN_003047-T1	FUN_004517-T1	FUN_004913-T1	FUN_006894-T1
OG0006699	FUN_008023-T1	FUN_001575-T1	FUN_004844-T1	FUN_001180-T1	FUN_008255-T1	FUN_004516-T1	FUN_009073-T1	FUN_006893-T1
OG0006700	FUN_008024-T1	FUN_001576-T1	FUN_004843-T1	FUN_001179-T1	FUN_008254-T1	FUN_004515-T1	FUN_009072-T1	FUN_006892-T1
OG0006701	FUN_008025-T1	"FUN_001577-T1, FUN_004869-T1"	FUN_004842-T1	FUN_001178-T1	"FUN_008253-T1, FUN_008851-T1"		FUN_009071-T1	
OG0006702	FUN_008026-T1	FUN_001578-T1	FUN_004841-T1	FUN_001177-T1	FUN_008252-T1	FUN_004514-T1	FUN_009070-T1	FUN_006891-T1
OG0006703	FUN_008027-T1	FUN_001579-T1	FUN_004840-T1	FUN_001176-T1	FUN_008251-T1	FUN_004513-T1	FUN_009069-T1	FUN_006890-T1
OG0006704	FUN_008029-T1	FUN_009336-T1	FUN_004838-T1	FUN_006343-T1	FUN_008250-T1	FUN_007842-T1	FUN_008829-T1	FUN_006888-T1
OG0006705	FUN_008030-T1	FUN_009010-T1	FUN_009596-T1	FUN_006345-T1	FUN_008248-T1	FUN_007840-T1	FUN_008770-T1	FUN_006885-T1
OG0006706	FUN_008034-T1	FUN_009116-T1	FUN_004833-T1	FUN_006351-T1	FUN_007749-T1	FUN_007834-T1	FUN_007460-T1	FUN_006880-T1
OG0006707	FUN_008037-T1	FUN_008776-T1	FUN_008411-T1	FUN_008791-T1	FUN_007076-T1	FUN_006375-T1	FUN_006960-T1	FUN_007143-T1
OG0006708	FUN_008038-T1	FUN_008775-T1	FUN_008410-T1	FUN_008792-T1	FUN_007077-T1	FUN_006376-T1	FUN_006959-T1	FUN_007144-T1
OG0006709	FUN_008039-T1	FUN_008774-T1	FUN_008409-T1	FUN_008793-T1	FUN_007078-T1	FUN_006377-T1	FUN_006958-T1	FUN_007145-T1
OG0006710	FUN_008040-T1	FUN_008773-T1	FUN_008408-T1	FUN_008794-T1	FUN_007079-T1	FUN_006378-T1	FUN_006957-T1	FUN_007146-T1
OG0006711	FUN_008043-T1	FUN_009197-T1	FUN_008405-T1	FUN_008797-T1	FUN_006488-T1	FUN_006381-T1	FUN_009136-T1	FUN_007149-T1
OG0006712	FUN_008044-T1	FUN_009104-T1	FUN_008404-T1	FUN_008799-T1	FUN_006487-T1	FUN_006382-T1	FUN_008187-T1	FUN_007150-T1
OG0006713	FUN_008045-T1	FUN_009103-T1	FUN_008403-T1	FUN_008800-T1	FUN_006486-T1	FUN_006383-T1	FUN_008188-T1	FUN_007151-T1
OG0006714	FUN_008047-T1	FUN_007764-T1	FUN_008390-T1	FUN_008811-T1	FUN_008517-T1	FUN_003828-T1	FUN_003534-T1	FUN_007164-T1
OG0006715	FUN_008049-T1	FUN_007761-T1	FUN_008387-T1	FUN_008813-T1	FUN_008516-T1	FUN_003826-T1	FUN_003531-T1	FUN_007167-T1
OG0006716	FUN_008050-T1	FUN_007760-T1	FUN_008386-T1	FUN_008814-T1	FUN_008515-T1	FUN_003825-T1	FUN_003530-T1	FUN_007168-T1
OG0006717	FUN_008053-T1	FUN_006099-T1	FUN_007894-T1	FUN_008948-T1	FUN_008544-T1	FUN_003820-T1	FUN_001505-T1	FUN_007173-T1
OG0006718	FUN_008054-T1	FUN_006098-T1	FUN_007895-T1	FUN_008947-T1	FUN_008545-T1	FUN_003819-T1	FUN_001506-T1	FUN_007174-T1
OG0006719	FUN_008055-T1	FUN_006097-T1	FUN_007896-T1	FUN_008946-T1	FUN_008546-T1	FUN_003818-T1	FUN_001507-T1	FUN_007175-T1
OG0006720	FUN_008056-T1	FUN_006096-T1	FUN_007897-T1	FUN_008945-T1	FUN_001640-T1	FUN_004551-T1	FUN_001508-T1	FUN_007176-T1
OG0006721	FUN_008057-T1	FUN_006095-T1	FUN_007898-T1	FUN_008944-T1	FUN_001641-T1	FUN_004550-T1	FUN_001509-T1	FUN_007177-T1
OG0006722	FUN_008060-T1	FUN_006092-T1	FUN_007900-T1	FUN_008941-T1	FUN_001644-T1	FUN_004547-T1	FUN_001512-T1	FUN_007180-T1
OG0006723	FUN_008061-T1	FUN_006091-T1	FUN_007901-T1	FUN_008940-T1	FUN_001645-T1	FUN_004546-T1	FUN_001513-T1	FUN_007181-T1
OG0006724	FUN_008062-T1	FUN_006090-T1	FUN_007903-T1	FUN_008938-T1	FUN_001647-T1	FUN_004545-T1	FUN_001514-T1	FUN_007182-T1
OG0006725	FUN_008063-T1	FUN_006089-T1	FUN_007904-T1	FUN_008937-T1	FUN_001648-T1	FUN_004544-T1	FUN_001515-T1	FUN_007183-T1
OG0006726	FUN_008064-T1	FUN_006088-T1	FUN_007905-T1	FUN_008936-T1	FUN_001649-T1	FUN_004543-T1	FUN_001516-T1	FUN_007184-T1
OG0006727	FUN_008065-T1	FUN_006087-T1	FUN_007906-T1	FUN_008935-T1	FUN_001650-T1	FUN_004542-T1	FUN_001517-T1	FUN_007185-T1
OG0006728	FUN_008068-T1	FUN_006083-T1	FUN_007909-T1	FUN_008931-T1	FUN_001654-T1	FUN_004538-T1	FUN_001520-T1	FUN_007189-T1
OG0006729	FUN_008069-T1	FUN_006081-T1	FUN_007910-T1	FUN_008929-T1	FUN_001656-T1	FUN_004537-T1	FUN_001522-T1	FUN_007190-T1
OG0006730	FUN_008070-T1	FUN_006079-T1	FUN_007912-T1	FUN_008928-T1	FUN_001657-T1	FUN_004536-T1	FUN_001524-T1	FUN_007191-T1
OG0006731	FUN_008071-T1	FUN_006078-T1	FUN_007913-T1	FUN_008927-T1	FUN_001658-T1	FUN_004535-T1	FUN_001525-T1	FUN_007192-T1
OG0006732	FUN_008072-T1	FUN_006077-T1	FUN_007914-T1	FUN_008926-T1	FUN_001659-T1	FUN_004534-T1	FUN_001526-T1	FUN_007193-T1
OG0006733	FUN_008077-T1	FUN_007460-T1	FUN_007916-T1	FUN_008920-T1	FUN_008519-T1	FUN_005529-T1	"FUN_003348-T1, FUN_009384-T1"	
OG0006734	FUN_008079-T1	FUN_007459-T1	FUN_007918-T1	FUN_007224-T1	FUN_007342-T1	FUN_005532-T1	FUN_003346-T1	FUN_007198-T1
OG0006735	FUN_008080-T1	FUN_007458-T1	FUN_007919-T1	FUN_007223-T1	FUN_007341-T1	FUN_005533-T1	FUN_003345-T1	FUN_007199-T1
OG0006736	FUN_008081-T1	FUN_007457-T1	FUN_007920-T1	FUN_007222-T1	FUN_007340-T1	FUN_005534-T1	FUN_003344-T1	FUN_007200-T1
OG0006737	FUN_008082-T1	FUN_007456-T1	FUN_007921-T1	FUN_007221-T1	FUN_007339-T1	FUN_005535-T1	FUN_003343-T1	FUN_007201-T1
OG0006738	FUN_008083-T1	FUN_007455-T1	FUN_007922-T1	FUN_007220-T1	FUN_005096-T1	FUN_005536-T1	FUN_003342-T1	FUN_007202-T1
OG0006739	FUN_008084-T1	FUN_007453-T1	FUN_007924-T1	FUN_007218-T1	FUN_005097-T1	FUN_005537-T1	FUN_003341-T1	FUN_007203-T1
OG0006740	FUN_008087-T1	FUN_007451-T1	FUN_007926-T1	FUN_007215-T1	FUN_005100-T1	FUN_005540-T1	FUN_003338-T1	FUN_007205-T1
OG0006741	FUN_008088-T1	FUN_007450-T1	FUN_007927-T1	FUN_007214-T1	FUN_005101-T1	FUN_005541-T1	FUN_003337-T1	FUN_007206-T1
OG0006742	FUN_008089-T1	FUN_007449-T1	FUN_007928-T1	FUN_007213-T1	FUN_005102-T1	FUN_005542-T1	FUN_003336-T1	FUN_007207-T1
OG0006743	FUN_008091-T1	FUN_008698-T1	FUN_007929-T1	FUN_007211-T1	FUN_008609-T1	FUN_008740-T1	FUN_008478-T1	FUN_007209-T1
OG0006744	FUN_008092-T1	FUN_008699-T1	FUN_007930-T1	FUN_007210-T1	FUN_008610-T1	FUN_008741-T1	FUN_008477-T1	FUN_007210-T1
OG0006745	FUN_008093-T1	FUN_008977-T1	FUN_007932-T1	FUN_007209-T1	FUN_007673-T1	FUN_008742-T1	FUN_009068-T1	FUN_007211-T1
OG0006746	FUN_008094-T1	FUN_008976-T1	FUN_007933-T1	FUN_007208-T1	FUN_007674-T1	FUN_008743-T1	FUN_009067-T1	FUN_007212-T1
OG0006747	FUN_008096-T1	FUN_008974-T1	FUN_007935-T1	FUN_007206-T1	FUN_007676-T1	FUN_008745-T1	FUN_009145-T1	FUN_007214-T1
OG0006748	FUN_008098-T1	FUN_008853-T1	FUN_007937-T1	FUN_007204-T1	FUN_008768-T1	FUN_009579-T1	FUN_008637-T1	FUN_007216-T1
OG0006749	FUN_008099-T1	FUN_008852-T1	FUN_007938-T1	FUN_007203-T1	FUN_008767-T1	FUN_009590-T1	FUN_008636-T1	FUN_007217-T1
OG0006750	FUN_008102-T1	FUN_008638-T1	FUN_007941-T1	FUN_007201-T1	FUN_006438-T1	FUN_003018-T1	FUN_007803-T1	FUN_007220-T1
OG0006751	FUN_008103-T1	FUN_008639-T1	FUN_007942-T1	FUN_007200-T1	FUN_006439-T1	FUN_003019-T1	FUN_007802-T1	FUN_007221-T1
OG0006752	FUN_008105-T1	FUN_008642-T1	FUN_007944-T1	FUN_007198-T1	FUN_006441-T1	FUN_003021-T1	FUN_009315-T1	FUN_007223-T1
OG0006753	FUN_008108-T1	FUN_009392-T1	FUN_007946-T1	FUN_007196-T1	FUN_006534-T1	FUN_003024-T1	FUN_009257-T1	FUN_007225-T1
OG0006754	FUN_008109-T1	FUN_008913-T1	FUN_007947-T1	FUN_007195-T1	FUN_006533-T1	FUN_003025-T1	FUN_008087-T1	FUN_007226-T1
OG0006755	FUN_008110-T1	FUN_008914-T1	FUN_007948-T1	FUN_007194-T1	FUN_006532-T1	FUN_003026-T1	FUN_008086-T1	FUN_007227-T1
OG0006756	FUN_008111-T1	FUN_008915-T1	FUN_007949-T1	FUN_007193-T1	FUN_006531-T1	FUN_003027-T1	FUN_008085-T1	FUN_007228-T1
OG0006757	FUN_008112-T1	FUN_008916-T1	FUN_007950-T1	FUN_007192-T1	FUN_006530-T1	FUN_003028-T1	FUN_008084-T1	FUN_007229-T1
OG0006758	FUN_008113-T1	FUN_008917-T1	FUN_007951-T1	FUN_007191-T1	FUN_006529-T1	FUN_003029-T1	FUN_003155-T1	FUN_007230-T1
OG0006759	FUN_008116-T1	FUN_007581-T1	FUN_007954-T1	FUN_007188-T1	FUN_006526-T1	FUN_003032-T1	FUN_003157-T1	FUN_007233-T1
OG0006760	FUN_008117-T1	FUN_007580-T1	FUN_007955-T1	FUN_007187-T1	FUN_007856-T1	FUN_003033-T1	FUN_003158-T1	FUN_007234-T1
OG0006761	FUN_008118-T1	FUN_007579-T1	FUN_007956-T1	FUN_007186-T1	FUN_007857-T1	FUN_003034-T1	FUN_003159-T1	FUN_007235-T1
OG0006762	FUN_008119-T1	FUN_007578-T1	FUN_007957-T1	FUN_007185-T1	FUN_007858-T1	FUN_003035-T1	FUN_003160-T1	FUN_007236-T1
OG0006763	FUN_008120-T1	FUN_007577-T1	FUN_007958-T1	FUN_007184-T1	FUN_007859-T1	FUN_003036-T1	FUN_003161-T1	FUN_007237-T1
OG0006764	FUN_008121-T1	FUN_007576-T1	FUN_007959-T1	FUN_007183-T1	FUN_007860-T1	FUN_003037-T1	FUN_003162-T1	FUN_007238-T1
OG0006765	FUN_008122-T1	FUN_007575-T1	FUN_007960-T1	FUN_007182-T1	FUN_007861-T1	FUN_003038-T1	FUN_003163-T1	FUN_007239-T1
OG0006766	FUN_008124-T1	FUN_007573-T1	FUN_007962-T1	FUN_007180-T1	FUN_002137-T1	FUN_003040-T1	FUN_003165-T1	FUN_007240-T1
OG0006767	FUN_008125-T1	FUN_007572-T1	FUN_007963-T1	FUN_007179-T1	FUN_002136-T1	FUN_003041-T1	FUN_003166-T1	FUN_007241-T1
OG0006768	FUN_008127-T1	FUN_007571-T1	FUN_007964-T1	FUN_007177-T1	FUN_002134-T1	FUN_003043-T1	FUN_003168-T1	FUN_007242-T1
OG0006769	FUN_008128-T1	FUN_007570-T1	FUN_007965-T1	FUN_007176-T1	FUN_002133-T1	FUN_003044-T1	FUN_003169-T1	FUN_007243-T1
OG0006770	FUN_008129-T1	FUN_007569-T1	FUN_007966-T1	FUN_007175-T1	FUN_002132-T1	FUN_003045-T1	FUN_003170-T1	FUN_007244-T1
OG0006771	FUN_008130-T1	FUN_007568-T1	FUN_007967-T1	FUN_007174-T1	FUN_002131-T1	FUN_003046-T1	FUN_003171-T1	FUN_007245-T1
OG0006772	FUN_008133-T1	FUN_002952-T1	FUN_007970-T1	FUN_007171-T1	FUN_002128-T1	FUN_009016-T1	FUN_003174-T1	FUN_007248-T1
OG0006773	FUN_008134-T1	FUN_002951-T1	FUN_007971-T1	FUN_007170-T1	FUN_002127-T1	FUN_009017-T1	FUN_009402-T1	FUN_007249-T1
OG0006774	FUN_008135-T1	FUN_002950-T1	FUN_007972-T1	FUN_007169-T1	FUN_002126-T1	FUN_009018-T1	FUN_008931-T1	FUN_007250-T1
OG0006775	FUN_008136-T1	FUN_002949-T1	FUN_007973-T1	FUN_007168-T1	FUN_002125-T1	FUN_009019-T1	FUN_008930-T1	FUN_007251-T1
OG0006776	FUN_008138-T1	FUN_002947-T1	FUN_007974-T1	FUN_007166-T1	FUN_002123-T1	FUN_009021-T1	FUN_008929-T1	FUN_007253-T1
OG0006777	FUN_008140-T1	FUN_002944-T1	FUN_007976-T1	FUN_007164-T1	FUN_002121-T1	FUN_002863-T1	FUN_004307-T1	FUN_007255-T1
OG0006778	FUN_008141-T1	FUN_002943-T1	FUN_007977-T1	FUN_007163-T1	FUN_002120-T1	FUN_002864-T1	FUN_004306-T1	FUN_007256-T1
OG0006779	FUN_008142-T1	FUN_002942-T1	FUN_007978-T1	FUN_007162-T1	FUN_002119-T1	FUN_002865-T1	FUN_004305-T1	FUN_007257-T1
OG0006780	FUN_008143-T1	FUN_002941-T1	FUN_007979-T1	FUN_007161-T1	FUN_002118-T1	FUN_002866-T1	FUN_004304-T1	FUN_007258-T1
OG0006781	FUN_008144-T1	FUN_002940-T1	FUN_007980-T1	FUN_007160-T1	FUN_002117-T1	FUN_002867-T1	FUN_004303-T1	FUN_007259-T1
OG0006782	FUN_008145-T1	FUN_002939-T1	FUN_007981-T1	FUN_007159-T1	FUN_002116-T1	FUN_002868-T1	FUN_004302-T1	FUN_007260-T1
OG0006783	FUN_008146-T1	FUN_002938-T1	FUN_007982-T1	FUN_007158-T1	FUN_002115-T1	FUN_002869-T1	FUN_004301-T1	FUN_007261-T1
OG0006784	FUN_008147-T1	FUN_002937-T1	FUN_007983-T1	FUN_007157-T1	FUN_002114-T1	FUN_002870-T1	FUN_004300-T1	FUN_007262-T1
OG0006785	FUN_008148-T1	FUN_002936-T1	FUN_007984-T1	FUN_007156-T1	FUN_002113-T1	FUN_002871-T1	FUN_004299-T1	FUN_007263-T1
